,Q22,tweet,value
3868,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",1.0
3869,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",3.0
3870,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",4.0
3871,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",4.0
3872,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",2.0
3873,Female," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",4.0
3874,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",2.0
3875,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,4.0
3876,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3877,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3878,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,5.0
3879,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3880,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3881,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,2.0
3882,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,4.0
3883,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3884,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3885,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3886,Male,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3887,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,3.0
3888,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,4.0
3889,Female,Installing bark on my kids phones And the reviews from these damn kids mad at they parents got me dead af.,1.0
3890,Male, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,4.0
3891,Male, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,4.0
3892,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,1.0
3893,Male, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,3.0
3894,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,2.0
3895,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,4.0
3896,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,2.0
3897,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,3.0
3898,Male, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,4.0
3899,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,3.0
3900,Female, All the nu metal kids hung out there I didn't drink until I was 19 so for me it was golden haha..,4.0
3901,Female, Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..,1.0
3902,Female, Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..,3.0
3903,Male, Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..,2.0
3904,Female, Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..,2.0
3905,Female, Our teachers in SC taught thru the entire plandemic bc they have a brain and know it is a fake ass plandemic. We don't play virus around here. Our kids have gone to school since day 1 of this scam..,2.0
